Station Name, Latitude, Longitude
Moga First Mile Hub, -7.11104, 109.245439
Moga Hub, -7.11104, 109.245439
Tampan Hub, 0.405757, 101.379045
Magelang Tengah First Mile Hub, -7.481131, 110.214161
Bekasi Timur 3 Hub, -6.299037, 106.987062
Kroya Indramayu First Mile Hub, -6.501241, 108.061271
Pamanukan First Mile Hub, -6.286963, 107.80819
Indramayu First Mile Hub, -6.337283, 108.340695
Kalideres 4 First Mile Hub, -6.153236, 106.699902
Grabag Hub, -7.783729, 109.912242
Grabag First Mile Hub, -7.783729, 109.912242
Mandiraja Hub, -7.452889, 109.518778
Mandiraja First Mile Hub, -7.452889, 109.518778
Mantrijeron Hub, -7.823481, 110.355048
Mantrijeron First Mile Hub, -7.823481, 110.355048
Kradenan First Mile Hub, -7.126157, 111.133267
Nganjuk First Mile Hub, -7.612532, 111.918734
Batang First Mile Hub, -6.931297, 109.718722
Pakis Hub, -7.451994, 110.334381
Pakis First Mile Hub, -7.451994, 110.334381
Bandongan Hub, -7.467748, 110.1942
Bandongan First Mile Hub, -7.467748, 110.1942
Gondang First Mile Hub, -7.607806, 112.048806
Lumajang First Mile Hub, -8.12491, 113.217673
Singkawang First Mile Hub, 0.904191, 108.980858
Gesi Hub, -7.326619, 111.061812
Kota Agung Lahat Hub, -4.031522, 103.430511
Baturetno Hub, -7.944018, 110.956825
Puri Hub, -7.533908, 112.400787
Cibadak Hub, -6.894267, 106.794765
Kampak First Mile Hub, -8.143523, 111.694811
Magetan First Mile Hub, -7.649875, 111.315376
Adipala First Mile Hub, -7.65727, 109.135432
Gapura Hub, -7.003952, 113.982992
Driyorejo Hub, -7.362699, 112.632297
Krian First Mile Hub, -7.416987, 112.554628
Kedopok First Mile Hub, -7.750092, 113.221915
Baturetno First Mile Hub, -7.944018, 110.956825
Puri First Mile Hub, -7.533908, 112.400787
Mojowarno Jombang Hub, -7.643167, 112.295588
Mojowarno Jombang First Mile Hub, -7.643167, 112.295588
Prembun Hub, -7.713027, 109.796413
Prembun First Mile Hub, -7.71314, 109.796321
Ujung Batu Hub, 0.709547, 100.534085
Ujung Batu First Mile Hub, 0.709547, 100.534085
Purwoharjo Hub, -8.484557, 114.223145
Bogor Tengah Hub, -6.584515, 106.787954
Simpang Empat Hub, 2.916389, 99.707778
Rao Hub, 0.538705, 100.028268
Ngawi DC, -7.447646, 111.589967
Cirebon DC, -6.704469, 108.492765
Rancaekek DC, -6.96296, 107.808539
Larangan First Mile Hub, -6.959167, 109.005933
Blora First Mile Hub, -6.977281, 111.408492
Petanahan First Mile Hub, -7.74777, 109.588934
Widasari First Mile Hub, -6.49555, 108.297071
Besuki First Mile Hub, -7.732784, 113.69657
Sukowono First Mile Hub, -8.056511, 113.831792
Penjaringan 8 First Mile Hub, -6.122695, 106.733179
Pasar Kemis 2 First Mile Hub, -6.161112, 106.536615
Kosambi 4 First Mile Hub, -6.095431, 106.676036
Sukoharjo DC, -7.586602, 110.805496
Benowo 3 DC, -7.200698, 112.653268
Banjarmasin 2 DC, -3.447214, 114.677491
Semarang 5 DC, -7.017135, 110.34597
Medan DC, 3.526575, 98.762442
Virtual Banyumas DC, -7.450453, 109.280522
Pekanbaru 2 DC, 0.59781, 101.407163
Bandung Kopo DC, -6.960373, 107.587282
Berbah DC, -7.803702, 110.446271
Virtual Surabaya DC, -7.223134, 112.66128
Tapos DC, -6.411225, 106.861297
Bumiayu First Mile Hub, -7.260758, 108.97341
Brebes First Mile Hub, -6.875918, 109.059452
Mengwi First Mile Hub, -8.60365, 115.192927
Sumowono First Mile Hub, -7.232624, 110.322619
Sumowono Hub, -7.232624, 110.322619
Abang Hub, -8.333641, 115.613828
Balonggede First Mile Hub, -6.93157, 107.610372
Balonggede Hub, -6.93157, 107.610372
Gebog First Mile Hub, -6.77501, 110.829299
Senen Hub, -6.180083, 106.840528
Kajen Hub, -7.025721, 109.582349
Kajen First Mile Hub, -7.025721, 109.582349
Banyu Anyar First Mile Hub, -7.858897, 113.306215
Kalideres 2 First Mile Hub, -6.145404, 106.717924
Neglasari 3 First Mile Hub, -6.134514, 106.626229
Tambakrejo First Mile Hub, -7.359729, 112.777445
Tanjung Priok 6 First Mile Hub, -6.133492, 106.880542
Cisarua Bogor Hub, -6.654151, 106.87382
Coblong Hub, -6.876991, 107.617119
Coblong First Mile Hub, -6.876991, 107.617119
Tulis Hub, -6.932623, 109.769067
Tulis First Mile Hub, -6.932623, 109.769067
Sokobanah Hub, -6.891725, 113.440384
Gebog Hub, -6.77501, 110.829299
Cengkareng 5 First Mile Hub, -6.143812, 106.764793
Cicalengka First Mile Hub, -7.000565, 107.855861
Cisalak First Mile Hub, -6.711622, 107.758978
Cisalak Hub, -6.711622, 107.758978
Pasar Rebo First Mile Hub, -6.296042, 106.856242
Pasar Rebo Hub, -6.296042, 106.856242
Lhoksukon Hub, 5.04405, 97.328224
Driyorejo First Mile Hub, -7.362699, 112.632297
Bogor Barat First Mile Hub, -6.56877, 106.75486
Loceret Hub, -7.64725, 111.894028
Loceret First Mile Hub, -7.64725, 111.894028
Virtual Kosambi DC, -6.097843, 106.67412
Pondokgede Hub, -6.289086, 106.940379
Pondokgede First Mile Hub, -6.287413, 106.926994
Purwoharjo First Mile Hub, -8.484495, 114.220461
Ambulu First Mile Hub, -8.337795, 113.607649
Cileungsi First Mile Hub, -6.385783, 106.988164
Penjaringan 4 First Mile Hub, -6.12918, 106.787914
Cakung 3 First Mile Hub, -6.20086, 106.917828
Tegal 2 DC, -6.860362, 109.16586
Margaasih First Mile Hub, -6.955903, 107.564458
Seberang Ulu I Hub, -3.013662, 104.772863
Mojoroto First Mile Hub, -7.827594, 111.984167
Kebon Jeruk 2 First Mile Hub, -6.162513, 106.765377
Tarumajaya Hub, -6.134777, 106.991499
Tarumajaya First Mile Hub, -6.134777, 106.991499
Pagaden Hub, -6.48821, 107.809298
Pagaden First Mile Hub, -6.48821, 107.809298
Kebon Jeruk 4 First Mile Hub, -6.16331, 106.774781
Cengkareng 2 First Mile Hub, -6.152568, 106.747849
Kuranji Hub, -0.912577, 100.397463
Depok DC, -6.411225, 106.861297
Dempet Hub, -6.968586, 110.711574
Penjaringan 2 First Mile Hub, -6.109815, 106.722016
Gambir 2 First Mile Hub, -6.162383, 106.823607
Pulomerak Hub, -5.958847, 105.999782
Adipala Hub, -7.65727, 109.135432
Cibeureum First Mile Hub, -7.337844, 108.240117
Cikarang Utara First Mile Hub, -6.269583, 107.14672
Tamansari Bogor First Mile Hub, -6.643756, 106.769564
Sawah Besar 2 Hub, -6.16161, 106.834092
Sawah Besar 2 First Mile Hub, -6.161975, 106.834086
Virtual LM Panakkukang Hub, -5.143109, 119.438378
WH Airport Banjarmasin, -3.437931, 114.764337
WH Lion Parcel Banjarmasin, -3.351922, 114.624039
WH Lion Parcel Jabo, -6.166878, 106.690956
Teluknaga First Mile Hub, -6.071793, 106.653879
Benowo Hub, -7.23903, 112.620333
Larangan Kota Tangerang First Mile Hub, -6.241553, 106.746895
Anyar Hub, -6.049503, 105.924269
Boja First Mile Hub, -7.10562, 110.268725
Banjarmasin First Mile Hub, -3.367233, 114.640196
Balong First Mile Hub, -7.966538, 111.434016
Blimbing First Mile Hub, -7.937525, 112.649709
Cipayung Jakarta Timur 2 Hub, -6.290121, 106.891846
Gabek Hub, -2.1038, 106.109099
Jambi Timur Hub, -1.604213, 103.645249
Sukorejo Kendal First Mile Hub, -7.0845, 110.033556
Magelang First Mile Hub, -7.396411, 110.24412
Blitar First Mile Hub, -8.089216, 112.187291
Singosari Hub, -7.900595, 112.662544
Singosari First Mile Hub, -7.900595, 112.662544
Wonoasri First Mile Hub, -7.548514, 111.646007
Weleri First Mile Hub, -6.94895, 110.090232
Ngawi First Mile Hub, -7.402836, 111.411688
Madiun First Mile Hub, -7.618918, 111.533846
Kendal First Mile Hub, -6.923835, 110.172785
Gunungpati First Mile Hub, -7.056063, 110.394644
Kaliwungu First Mile Hub, -6.963011, 110.262991
Gunungpati Hub, -7.056063, 110.394644
Telagasari Hub, -6.267224, 107.394129
Sidomulyo Hub, -5.620878, 105.522068
Jrengik Hub, -7.150843, 113.194337
Gedong Tataan Hub, -5.375165, 105.087051
Cipeucang Hub, -6.389078, 106.001448
Ciasem First Mile Hub, -6.335338, 107.671499
Gunungpuyuh Hub, -6.926047, 106.942872
Gunungpuyuh First Mile Hub, -6.926047, 106.942872
Candipuro First Mile Hub, -8.226669, 113.137873
Sungai Pinang Hub, -0.478425, 117.156846
Semanding Hub, -6.909376, 112.073681
Semanding First Mile Hub, -6.909376, 112.073681
Telanaipura First Mile Hub, -1.589912, 103.571956
Kota Baru First Mile Hub, -1.646299, 103.60135
Jambi First Mile Hub, -1.622056, 103.640028
Cilegon First Mile Hub, -6.022807, 106.055199
Bengkong Hub, 1.129068, 104.032139
Cengkareng DC, -6.152381, 106.70264
Kejayan Hub, -7.701244, 112.902859
Bangkalan Kota Hub, -7.043367, 112.761063
Purwokerto Timur Hub, -7.421644, 109.256489
Bukit Intan Hub, -2.164532, 106.146776
Ciputat 2 Hub, -6.303694, 106.725694
Ketahun Hub, -3.358744, 101.848204
Bojongsoang Hub, -6.987807, 107.652816
Jatiwangi First Mile Hub, -6.774291, 108.270334
Mejayan Hub, -7.539594, 111.657811
Jatiwangi Hub, -6.774291, 108.270334
Cibarusah Hub, -6.422232, 107.100441
Payung Sekaki Hub, 0.516868, 101.405383
Sukmajaya 4 Hub, -6.405301, 106.849067
Ampelgading Hub, -6.900791, 109.497368
Indihiang First Mile Hub, -7.314291, 108.19892
Cisurupan First Mile Hub, -7.313586, 107.793587
Cilimus First Mile Hub, -6.849676, 108.507397
Subang First Mile Hub, -6.55395, 107.757184
Selaawi First Mile Hub, -7.005925, 108.021004
Samarang First Mile Hub, -7.22274, 107.81394
Purwakarta First Mile Hub, -6.534577, 107.438324
Majalengka First Mile Hub, -6.750927, 108.208782
Kota Banjar First Mile Hub, -7.379817, 108.541829
Kawali First Mile Hub, -7.189446, 108.37633
Kab. Garut First Mile Hub, -7.073512, 107.899273
Ciamis First Mile Hub, -7.326472, 108.341302
Yogyakarta DC, -7.82977, 110.373697
Kuala Hub, 4.103469, 96.287649
Cinta Damai Hub, 3.591875, 98.574256
Pangkalan Koto Hub, 0.072719, 100.744272
Warunggunung Hub, -6.340667, 106.177306
Semarang Tengah Hub, -6.975985, 110.414008
Arjawinangun First Mile Hub, -6.63229, 108.386966
Arjawinangun Hub, -6.63229, 108.386966
Meureudu Hub, 5.235917, 96.241722
Larangan Kota Tangerang 2 Hub, -6.229366, 106.72383
Koto Baru Hub, -1.127429, 101.718682
Wih Pesam Hub, 4.720711, 96.807558
Manggala Hub, -5.159733, 119.494637
Kendangsari Hub, -7.319152, 112.748237
Kendangsari First Mile Hub, -7.319152, 112.748237
Wonogiri First Mile Hub, -7.806385, 110.922316
Temanggung First Mile Hub, -7.334939, 110.198518
Salatiga First Mile Hub, -7.3548, 110.506153
Purwodadi First Mile Hub, -7.091446, 110.904228
Gubug First Mile Hub, -7.055887, 110.6641
Demak First Mile Hub, -6.914015, 110.611852
Banyuputih First Mile Hub, -6.973631, 109.928751
Bandar First Mile Hub, -7.064389, 109.829056
Tamalate First Mile Hub, -5.179054, 119.412334
Tallo First Mile Hub, -5.108571, 119.440261
Buaran First Mile Hub, -6.938682, 109.641022
Wonosobo First Mile Hub, -7.347657, 109.906697
Purwantoro First Mile Hub, -7.838222, 111.263389
Ngadirejo First Mile Hub, -7.23425, 110.070306
Kebumen First Mile Hub, -7.683116, 109.670452
Kalikajar First Mile Hub, -7.396972, 109.955083
Palembang First Mile Hub, -2.938968, 104.767164
Sukorejo Kendal Hub, -7.0845, 110.033556
Sukolilo Hub, -7.300825, 112.76256
Pasar Kemis First Mile Hub, -6.178503, 106.556041
Pasar Kemis Hub, -6.178503, 106.556041
Muara Tembesi Hub, -1.721568, 103.134127
Kaur Selatan Hub, -4.795216, 103.354128
Kemuning Hub, -2.959496, 104.756376
Depok Hub, -7.752832, 110.399969
Siantar Selatan Hub, 2.946636, 99.061255
Kabanjahe Hub, 3.138861, 98.508556
Sumbersari Hub, -8.207591, 113.694874
Ampenan Hub, -8.579825, 116.096042
Sungai Bahar Hub, -1.964613, 103.416518
Penebel Hub, -8.432167, 115.143278
Selemadeg Hub, -8.49992, 115.034075
Plampang Hub, -8.794622, 117.789884
Kuta Utara Hub, -8.63675, 115.172444
Binuang Hub, -3.126775, 115.078508
Batukliang Hub, -8.61684, 116.316854
Kopang Hub, -8.663308, 116.345126
Mendoyo Hub, -8.400455, 114.768402
Aikmel Hub, -8.57236, 116.537704
Kubutambahan Hub, -8.074223, 115.192811
Sekupang Hub, 1.106469, 103.957927
Bebesen Hub, 4.637131, 96.834549
Ipuh Hub, -3.008632, 101.491833
Argamakmur Hub, -3.431733, 102.204755
Wiradesa Hub, -6.890516, 109.631812
Wiradesa First Mile Hub, -6.890516, 109.631812
Depok 2 First Mile Hub, -7.760445, 110.464964
Depok 2 Hub, -7.760445, 110.464964
Purwasari Hub, -6.386663, 107.400696
MH 1 Jagong Jeget Hub, 4.465796, 96.953464
Laweyan First Mile Hub, -7.559409, 110.749048
Cibabat First Mile Hub, -6.808908, 107.576853
Cibabat Hub, -6.808908, 107.576853
Martapura Kalimantan Hub, -3.436868, 114.886476
Samarinda Seberang Hub, -0.526595, 117.14999
Banjarmasin Timur Hub, -3.342386, 114.629057
Mantikulore Hub, -0.824503, 119.883865
Poasia Hub, -4.013812, 122.546946
Sirimau Hub, -3.68138, 128.205046
Ternate Selatan Hub, 0.773504, 127.366968
Panakkukang Hub, -5.137903, 119.427578
Balikpapan Timur Hub, -1.207516, 116.977266
Banjarmasin Selatan Hub, -3.351562, 114.59711
Dungingi Hub, 0.571022, 123.041905
Abiansemal Hub, -8.541349, 115.2108
Tampak Siring Hub, -8.443353, 115.3089
Payangan Hub, -8.453671, 115.243103
Denpasar Timur Hub, -8.635025, 115.248778
Pontianak Barat Hub, -0.013613, 109.320489
Uluwatu Hub, -8.775139, 115.171694
Malalayang Hub, 1.459827, 124.799471
Pitumpanua Hub, -3.822063, 120.323709
Kebomas Hub, -7.166378, 112.609695
MH 1 Toili 2 Hub (INACTIVE), -1.302494, 122.529096
Tanah Abang 3 Hub, -6.20289, 106.805422
Purabaya Hub, -7.105024, 106.880019
Ciawi Bogor Hub, -6.708696, 106.825861
Taktakan Hub, -6.097375, 106.133426
Pakis Malang Hub, -7.954698, 112.706225
Babelan 2 Hub, -6.16438, 107.041434
Jakarta Return DC, -6.138366, 106.891023
Setiabudi Hub, -6.233961, 106.849964
Pademangan Hub, -6.127304, 106.814393
Denpasar Selatan Hub, -8.715751, 115.207397
Cikarang Selatan 2 Hub, -6.347001, 107.109399
Pedurungan First Mile Hub, -7.012794, 110.478166
Inventory Warehouse, -6.143564, 106.880653
Ngoro Hub, -7.644879, 112.237887
Ngunut Hub, -8.10559, 112.033754
Bukit Raya Hub, 0.502137, 101.462211
Kebon Jeruk 6 Hub, -6.187505, 106.768886
Ciledug Kota Tangerang 2 Hub, -6.227811, 106.716151
Kalikajar Hub, -7.396972, 109.955083
Cilimus Hub, -6.849676, 108.507397
Ngrambe Hub, -7.515842, 111.188982
Kauman Hub, -8.063135, 111.871161
Kayen Hub, -6.880615, 110.993339
Penjaringan 3 First Mile Hub, -6.13917, 106.788876
Gianyar First Mile Hub, -8.548082, 115.310792
Paciran First Mile Hub, -6.868261, 112.332527
Matesih Hub, -7.654105, 111.054348
Salatiga Hub, -7.3548, 110.506153
Pakel Hub, -8.185578, 111.786609
Jatiasih 3 Hub, -6.296083, 106.96953
Candipuro Hub, -8.226669, 113.137873
Ciledug Kulon Hub, -6.894584, 108.749038
Matraman First Mile Hub, -6.193756, 106.866506
Balapulang Hub, -7.079525, 109.086932
Sugihwaras Hub, -7.288235, 111.954133
Kroya Indramayu Hub, -6.501241, 108.061271
Ciwidey Hub, -7.103459, 107.451823
Makasar First Mile Hub, -6.252704, 106.909234
Pademangan 2 First Mile Hub, -6.129736, 106.845738
Tambaksari First Mile Hub, -7.248725, 112.780097
Jatirogo Hub, -6.874771, 111.644014
Jogonalan Hub, -7.724307, 110.555843
Batu Hub, -7.881085, 112.536813
Sindangkerta Hub, -6.988692, 107.413123
Telukjambe Timur Hub, -6.318043, 107.292141
Kebon Jeruk First Mile Hub, -6.180398, 106.766826
Lakarsantri First Mile Hub, -7.322136, 112.650539
Tanah Abang 3 First Mile Hub, -6.201118, 106.807906
Sukmajaya First Mile Hub, -6.381722, 106.842143
Gunung Putri Hub, -6.451211, 106.908078
Gunung Putri First Mile Hub, -6.451211, 106.908078
Medan Helvetia First Mile Hub, 3.595961, 98.614155
Curug Tangerang First Mile Hub, -6.241411, 106.580607
Curug Tangerang Hub, -6.242214, 106.560784
Babakan Ciparay First Mile Hub, -6.948231, 107.605095
Bekasi Utara 2 First Mile Hub, -6.221593, 107.025378
Tambun Selatan First Mile Hub, -6.259391, 107.045255
Tangerang 2 First Mile Hub, -6.166237, 106.655959
Ciasem Hub, -6.335338, 107.671499
Balong Hub, -7.966824, 111.434033
Ngimbang Hub, -7.287326, 112.221078
Waru Hub, -6.951003, 113.546284
Pagedangan Hub, -6.305177, 106.611528
Rangkah Kidul Hub, -7.487662, 112.711778
Parakan Salak Hub, -6.821461, 106.732143
Petanahan Hub, -7.74777, 109.588934
Sepulu Hub, -6.897202, 112.967797
Ngadirejo Hub, -7.23425, 110.070306
Kabuh Hub, -7.401412, 112.215547
Jetis Hub, -7.422, 112.431417
Geger Hub, -7.725717, 111.530156
Ujung Berung First Mile Hub, -6.924549, 107.709182
Banjaran Hub, -7.05813, 107.566623
Banjaran First Mile Hub, -7.058215, 107.56573
Ilir Barat I Hub, -2.999072, 104.721059
Banjarsari Solo Hub, -7.547758, 110.817374
Panyileukan Hub, -6.940088, 107.707308
Cipayung Kota Depok Hub, -6.446303, 106.803497
Tawang Hub, -7.330726, 108.233843
Dayeuhkolot Hub, -6.971654, 107.586308
Medan Marelan Hub, 3.702381, 98.652878
Tegallalang Hub, -8.531226, 115.271568
Mangunreja Hub, -7.375616, 108.060132
Cibeunying Kidul First Mile Hub, -6.914397, 107.636617
Cibeunying Kidul Hub, -6.914323, 107.636606
Juwana Hub, -6.712509, 111.147465
Cirebon First Mile Hub, -6.678436, 108.544568
Tanjung Karang Barat Hub, -5.396816, 105.238895
Medan Area Hub, 3.580279, 98.685858
Telanaipura Hub, -1.589912, 103.571956
Kedamaian Hub, -5.410768, 105.281225
Sumber Hub, -6.747961, 108.49865
Mauk Hub, -6.058663, 106.522286
Tasikmalaya DC, -7.290029, 108.188431
Pedurungan Hub, -7.013074, 110.47789
Ngaliyan Hub, -7.00805, 110.337904
Margaasih Hub, -6.953424, 107.534618
Neglasari Hub, -6.135173, 106.629057
Lembang Hub, -6.827627, 107.64511
Cikarang Barat Hub, -6.266398, 107.132651
Benowo First Mile Hub, -7.23903, 112.620333
Ciruas Hub, -6.12625, 106.242139
Cempaka Putih Hub, -6.193758, 106.859249
Karangampel Hub, -6.477998, 108.460756
Jebres First Mile Hub, -7.561954, 110.836201
Bekasi Timur 2 Hub, -6.231997, 107.025664
Seririt Hub, -8.193389, 114.9209
Banyumas DC, -7.449943, 109.276621
Rangkah Kidul First Mile Hub, -7.458607, 112.741772
Cakung 2 Hub, -6.206229, 106.934441
Bubutan Hub, -7.248462, 112.722437
Jember DC, -8.213051, 113.68321
Kebon Jeruk 3 Hub, -6.204998, 106.782686
Lowokwaru Hub, -7.939289, 112.631063
Cimahi Tengah 2 First Mile Hub, -6.888576, 107.555481
Bekasi Utara Hub, -6.20479, 107.003659
Malang DC, -7.954597, 112.722779
Gedangan First Mile Hub, -7.393874, 112.750257
Makassar First Mile Hub, -5.103248, 119.502771
Ciomas Hub, -6.629056, 106.779333
Kawalu First Mile Hub, -7.363889, 108.205778
Dayeuhkolot First Mile Hub, -6.977667, 107.595444
Ciputat Timur Hub, -6.295922, 106.747761
Leuwisadeng 2 Hub, -6.56322, 106.55692
Sukaraja Hub, -6.527302, 106.830406
Ngamprah First Mile Hub, -6.863201, 107.509144
Ngamprah Hub, -6.863201, 107.509144
Surade Hub, -7.354765, 106.550421
Tigaraksa 2 Hub, -6.2612, 106.47659
Pedan Hub, -7.703779, 110.698197
Krembangan First Mile Hub, -7.230366, 112.710831
Buahbatu 2 First Mile Hub, -6.948297, 107.641993
Babelan First Mile Hub, -6.142857, 107.027997
Jonggol Hub, -6.442914, 107.056581
Purwakarta Kota Cilegon Hub, -5.986737, 106.062452
Solokan Jeruk First Mile Hub, -7.03137, 107.75152
Gresik First Mile Hub, -7.222114, 112.507299
Tanjung Hub, -2.142907, 115.389427
Setu Bekasi Hub, -6.350676, 107.030502
Medan Selayang Hub, 3.539434, 98.622485
Tembalang Hub, -7.017805, 110.455071
Sangatta Hub, 0.50169, 117.519511
Menes Hub, -6.388005, 105.921322
Padang Panjang Hub, -0.46288, 100.395905
Cipatat Hub, -6.821156, 107.394632
Beji Kota Depok Hub, -6.377106, 106.81359
Gunung Sindur Hub, -6.399131, 106.724613
Bantaeng Hub, -5.548375, 119.94966
Tamalate Hub, -5.179054, 119.412334
Batam First Mile Hub, 1.111428, 104.060033
Indihiang Hub, -7.314291, 108.19892
Tembilahan Hub, -0.309742, 103.141962
Lembang First Mile Hub, -6.827627, 107.64511
Benda First Mile Hub, -6.146522, 106.673856
Mulyorejo First Mile Hub, -7.258669, 112.776794
Mulyorejo Hub, -7.258669, 112.776794
Cilandak 2 First Mile Hub, -6.299415, 106.775113
Cilandak Hub, -6.294805, 106.792468
Grogol Petamburan First Mile Hub, -6.178503, 106.780145
Negara Hub, -8.363243, 114.620291
Krembangan Hub, -7.230366, 112.710831
Bengkalis Hub, 1.469741, 102.127923
Maritengngae Hub, -3.93458, 119.768561
Mengwi Badung Hub, -8.60365, 115.192927
Tualang Hub, 0.670447, 101.589184
Tallo Hub, -5.108571, 119.440261
Babakan Madang Hub, -6.560277, 106.855208
Ciampea First Mile Hub, -6.572034, 106.689573
Kalideres 3 First Mile Hub, -6.135331, 106.691546
Kedung Waringin Hub, -6.265786, 107.226378
Harjamukti Hub, -6.741665, 108.574183
Banjarmasin Tengah Hub, -3.330973, 114.589381
Sukajadi Hub, -6.883275, 107.581698
Koto Tangah Hub, -0.828775, 100.336918
Seberang Ulu II Hub, -2.989876, 104.790414
Pacet Bandung Hub, -7.094744, 107.706552
Ungaran First Mile Hub, -7.138722, 110.404278
Ungaran Hub, -7.138722, 110.404278
Percut Sei Tuan Hub, 3.607085, 98.761448
Sukaraja Sukabumi Hub, -6.90684, 106.982429
Tanjung Redeb Hub, 2.133222, 117.487387
Gorontalo Hub, 0.564, 123.082834
Setu Kota Tangerang Selatan 2 Hub, -6.347668, 106.681889
Bogor Barat 2 Hub, -6.557084, 106.750242
Tanete Riattang Hub, -4.545213, 120.32625
Balikpapan Kota Hub, -1.273942, 116.829771
Langsa Kota Hub, 4.501932, 97.956103
Paseh First Mile Hub, -6.81426, 107.952609
Paseh Hub, -6.81426, 107.952609
Sukamulya Hub, -6.158681, 106.425963
Pangkalan Kuras Hub, 0.147843, 102.067071
Pangkalan Kerinci Hub, 0.391825, 101.850259
Kintamani Hub, -8.24232, 115.325873
Oebobo Hub, -10.167028, 123.60277
Karang Baru Hub, 4.290395, 98.050099
Godean Hub, -7.767659, 110.293636
Tanjung Senang Hub, -5.349582, 105.293093
Haurgeulis Hub, -6.44038, 107.946159
Tarakan Barat Hub, 3.323962, 117.583317
Ternate Hub, 0.781544, 127.385185
Jebus Hub, -1.667759, 105.507035
Sape Hub, -8.57813, 119.010132
Sukun Hub, -8.001015, 112.619788
Jorong Hub, -3.973365, 114.951862
Tempel Hub, -7.658752, 110.319829
Singingi Hub, -0.334028, 101.349811
Batam DC, 1.108949, 104.033696
Aceh DC, 5.525917, 95.270377
Rambah Hub, 0.887876, 100.316386
Siak Hub, 0.812859, 102.038768
Tanjung Jabung Timur Hub, -1.213271, 103.796212
Tebo Tengah Hub, -1.463315, 102.428455
Silungkang Hub, -0.70977, 100.7979
Kasongan Hub, -1.897256, 113.434472
Arut Selatan Hub, -2.697183, 111.621333
Muara Teweh Hub, -0.947929, 114.902229
Tenggarong Hub, -0.451235, 116.999227
Bengkulu DC, -3.843779, 102.327808
Malingping Hub, -6.785877, 106.017944
Bangkinang Hub, 0.295143, 101.032609
Bagan Sinembah Hub, 1.684361, 100.422274
Mandau Hub, 1.24825, 101.181333
Dumai Hub, 1.677064, 101.409037
Kebayoran Baru First Mile Hub, -6.262436, 106.79783
Kebayoran Baru Hub, -6.257104, 106.789382
Palangka Raya DC, -2.275679, 113.947093
Pariaman Hub, -0.638039, 100.128497
Lubuk Basung Hub, -0.320385, 100.018181
Lima Kaum Hub, -0.445624, 100.58426
Ngaglik Hub, -7.697291, 110.366377
Cengkareng 6 First Mile Hub, -6.15435, 106.76581
Cengkareng 3 Hub, -6.158149, 106.729897
Samarinda Utara Hub, -0.439319, 117.151184
Kota Argamakmur Hub, -3.433161, 102.199161
Bayah Hub, -6.925241, 106.230322
Kota Sigli Hub, 5.355071, 95.962314
Solokan Jeruk Hub, -7.02668, 107.746047
Pelabuhan Ratu First Mile Hub, -7.000238, 106.557745
Kawalu Hub, -7.368543, 108.214385
Pelabuhan Ratu Hub, -7.009287, 106.559813
Lubuk Baja Hub, 1.148791, 104.01893
Masamba Hub, -2.554567, 120.311858
Tanjung Jabung Barat Hub, -0.827332, 103.455835
Rantepao Hub, -2.965916, 119.91211
Tebing Tinggi Jambi Hub, -1.018326, 103.083685
Sarolangun Hub, -2.295789, 102.73339
Rimbo Bujang Hub, -1.271799, 102.130413
Serang First Mile Hub, -6.107889, 106.178039
Solo DC, -7.540407, 110.711806
Baguala Hub, -3.628572, 128.221049
Tarutung Hub, 2.022242, 98.977626
Cipayung Jakarta Timur Hub, -6.315972, 106.900582
Marabahan Hub, -2.98413, 114.771154
Umbulharjo Hub, -7.832615, 110.390329
Pelaihari Hub, -3.799248, 114.770484
Sragen First Mile Hub, -7.442161, 110.979995
Karawang Barat First Mile Hub, -6.276175, 107.287085
Jombang First Mile Hub, -7.548116, 112.291339
Cisaat First Mile Hub, -6.912158, 106.895809
Sentolo Hub, -7.925908, 110.195191
Parengan First Mile Hub, -7.085251, 111.850121
Parung Kuda First Mile Hub, -6.813206, 106.77315
Pakem Hub, -7.670763, 110.417654
Semin Hub, -7.841896, 110.732241
Nanggulan Hub, -7.722278, 110.221722
Wonosari Hub, -7.974178, 110.59042
Gerung Hub, -8.656495, 116.130248
Pujut Hub, -8.82526, 116.296623
Taliwang Hub, -8.748914, 116.830841
Praya Hub, -8.689352, 116.279248
Dompu Hub, -8.5311, 118.455598
Sungai Penuh Hub, -2.067677, 101.386534
Muara Bulian Hub, -1.703072, 103.271496
Palibelo Hub, -8.55014, 118.694984
Sumbawa Hub, -8.498464, 117.433506
Mataram DC, -8.632521, 116.125107
Kelumpang Hulu Hub, -3.050826, 115.983258
Pasar Muara Bungo Hub, -1.464099, 102.1231
Bangko Hub, -2.040038, 102.276306
Jambi DC, -1.685195, 103.624539
Belinyu Hub, -1.631138, 105.761234
Cilodong Hub, -6.438759, 106.842982
Parung Kuda Hub, -6.813982, 106.76864
Balikpapan Utara Hub, -1.207904, 116.868609
Selat Hub, -2.970561, 114.410856
Banjarmasin Utara First Mile Hub, -3.303305, 114.60002
Baamang Hub, -2.517848, 112.949563
Kota Juang Hub, 5.206667, 96.716158
Johan Pahlawan Hub, 4.167583, 96.117861
Idi Rayeuk Hub, 4.958694, 97.761806
Karimun Hub, 0.99867, 103.424051
Rengat Hub, -0.36954, 102.532955
Tanah Grogot Hub, -1.897671, 116.200697
